Discipline,Épreuve,Phase,Genre,Début,Fin,date_debut,date_fin,Heure
Tir,Skeet,finale homme,Mixte,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03 15:00
Tir,Skeet,finale homme,Mixte,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03 16:00
Tir,Skeet,finale homme,Mixte,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03 17:00
Tir,Skeet,finale homme,Mixte,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03T09:00:00Z,2024-08-03T17:05:00Z,2024-08-03 18:00
Tir,Pistolet,"25m, finale",Femmes,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03 09:00
Tir,Pistolet,"25m, finale",Femmes,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03 10:00
Tir,Pistolet,"25m, finale",Femmes,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03T09:30:00Z,2024-08-03T10:50:00Z,2024-08-03 11:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 09:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 10:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 11:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 12:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 13:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 14:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 15:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 16:00
Tir,Pistolet vitesse,"25m, qualifications",Hommes,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04T09:00:00Z,2024-08-04T17:00:00Z,2024-08-04 17:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 09:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 10:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 11:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 12:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 13:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 14:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 15:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 16:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 17:00
Tir,Skeet,qualifications  jour 2,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 18:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 09:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 10:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 11:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 12:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 13:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 14:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 15:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 16:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 17:00
Tir,Skeet,finale,Femmes,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04T09:30:00Z,2024-08-04T17:05:00Z,2024-08-04 18:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 09:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 10:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 11:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 12:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 13:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 14:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 15:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 16:00
Tir,Skeet,qualifications par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 17:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 09:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 10:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 11:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 12:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 13:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 14:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 15:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 16:00
Tir,Skeet,finale par équipe mixte,Mixte,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05T09:00:00Z,2024-08-05T16:35:00Z,2024-08-05 17:00
Tir,Pistolet vitesse,"25m, finale",Hommes,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05 09:00
Tir,Pistolet vitesse,"25m, finale",Hommes,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05 10:00
Tir,Pistolet vitesse,"25m, finale",Hommes,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05T09:30:00Z,2024-08-05T10:50:00Z,2024-08-05 11:00
Tir à l'arc,Épreuve individuelle,tour de classement,Femmes,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25 09:00
Tir à l'arc,Épreuve individuelle,tour de classement,Femmes,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25 10:00
Tir à l'arc,Épreuve individuelle,tour de classement,Femmes,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25 11:00
Tir à l'arc,Épreuve individuelle,tour de classement,Femmes,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25 12:00
Tir à l'arc,Épreuve individuelle,tour de classement,Femmes,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25T09:30:00Z,2024-07-25T12:30:00Z,2024-07-25 13:00
Tir à l'arc,Épreuve individuelle,tour de classement,Hommes,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25 14:00
Tir à l'arc,Épreuve individuelle,tour de classement,Hommes,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25 15:00
Tir à l'arc,Épreuve individuelle,tour de classement,Hommes,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25 16:00
Tir à l'arc,Épreuve individuelle,tour de classement,Hommes,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25 17:00
Tir à l'arc,Épreuve individuelle,tour de classement,Hommes,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25T14:15:00Z,2024-07-25T17:15:00Z,2024-07-25 18:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Femmes,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28 09:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Femmes,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28 10:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Femmes,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28 11:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Femmes,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28T09:30:00Z,2024-07-28T11:05:00Z,2024-07-28 12:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 14:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 15:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 16:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 17:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 18:00
Tir à l'arc,Épreuve par équipes,demi-finales,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 14:00
Tir à l'arc,Épreuve par équipes,demi-finales,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 15:00
Tir à l'arc,Épreuve par équipes,demi-finales,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 16:00
Tir à l'arc,Épreuve par équipes,demi-finales,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 17:00
Tir à l'arc,Épreuve par équipes,demi-finales,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 18:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 14:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 15:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 16:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 17:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 18:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 14:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 15:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 16:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 17:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Femmes,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28T14:15:00Z,2024-07-28T17:55:00Z,2024-07-28 18:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Hommes,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29 09:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Hommes,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29 10:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Hommes,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29 11:00
Tir à l'arc,Épreuve par équipes,éliminatoires (8e de finale),Hommes,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29T09:30:00Z,2024-07-29T11:05:00Z,2024-07-29 12:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 14:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 15:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 16:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 17:00
Tir à l'arc,Épreuve par équipes,quarts de finale,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 18:00
Tir à l'arc,Épreuve par équipes,demi-finales,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 14:00
Tir à l'arc,Épreuve par équipes,demi-finales,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 15:00
Tir à l'arc,Épreuve par équipes,demi-finales,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 16:00
Tir à l'arc,Épreuve par équipes,demi-finales,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 17:00
Tir à l'arc,Épreuve par équipes,demi-finales,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 18:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 14:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 15:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 16:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 17:00
Tir à l'arc,Épreuve par équipes,match pour la médaille de bronze,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 18:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 14:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 15:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 16:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 17:00
Tir à l'arc,Épreuve par équipes,match pour la médaille d'or,Hommes,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29T14:15:00Z,2024-07-29T17:55:00Z,2024-07-29 18:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 12:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 13:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 14:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 15:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 16:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 12:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 13:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 14:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 15:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 16:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 12:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 13:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 14:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 15:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Hommes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 16:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 12:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 13:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 14:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 15:00
Tir à l'arc,Épreuve individuelle,éliminatoires (16e de finale),Femmes,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30T12:00:00Z,2024-07-30T15:55:00Z,2024-07-30 16:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30 17:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30 18:00
Tir à l'arc,Épreuve individuelle,éliminatoires (32e de finale),Hommes,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30T17:45:00Z,2024-07-30T20:25:00Z,2024-07-30 19:00
